index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title
1187,4,Create Custom Price Books,pricebooks_create_leaf,/s/articleView?id=sf.pricebooks_create.htm&language=en_US&type=5,pricebooks_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,pricebooks_landing_page_leaf,pricebooks_create_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Manage Price Books,Create Custom Price Books,,,
1188,4,Considerations for Creating and Maintaining Price Books,pricebooks_considerations_for_creating_leaf,/s/articleView?id=sf.pricebooks_considerations_for_creating.htm&language=en_US&type=5,pricebooks_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,pricebooks_landing_page_leaf,pricebooks_considerations_for_creating_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Manage Price Books,Considerations for Creating and Maintaining Price Books,,,
1189,4,Guidelines for Sharing Price Books,products_sharing_leaf,/s/articleView?id=sf.products_sharing.htm&language=en_US&type=5,pricebooks_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,pricebooks_landing_page_leaf,products_sharing_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Manage Price Books,Guidelines for Sharing Price Books,,,
1190,4,Considerations for Removing Price Books,pricebooks_delguide_leaf,/s/articleView?id=sf.pricebooks_delguide.htm&language=en_US&type=5,pricebooks_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,pricebooks_landing_page_leaf,pricebooks_delguide_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Manage Price Books,Considerations for Removing Price Books,,,
1191,4,Considerations for Removing a Product from a Price Book,deleting_products_leaf,/s/articleView?id=sf.deleting_products.htm&language=en_US&type=5,pricebooks_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,pricebooks_landing_page_leaf,deleting_products_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Manage Price Books,Considerations for Removing a Product from a Price Book,,,
1197,3,Things to Know About Products and Price Books,products_pricebooks_supplemental_leaf,/s/articleView?id=sf.products_pricebooks_supplemental.htm&language=en_US&type=5,products_pricebooks_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,products_pricebooks_supplemental_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Things to Know About Products and Price Books,,,,
1198,4,"Product, Price Book, Price Book Entry, and Product Schedule Fields",products_fields_leaf,/s/articleView?id=sf.products_fields.htm&language=en_US&type=5,products_pricebooks_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,products_pricebooks_supplemental_leaf,products_fields_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Things to Know About Products and Price Books,"Product, Price Book, Price Book Entry, and Product Schedule Fields",,,
1199,4,Considerations for Removing Products and Price Books,products_del_leaf,/s/articleView?id=sf.products_del.htm&language=en_US&type=5,products_pricebooks_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,products_pricebooks_leaf,products_pricebooks_supplemental_leaf,products_del_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Products and Price Books,Things to Know About Products and Price Books,Considerations for Removing Products and Price Books,,,
1251,2,Opportunities,opportunities_leaf,/s/articleView?id=sf.opportunities.htm&language=en_US&type=5,sales_core_turn_opptys_into_deals_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,,,,,
1252,3,Set Up Opportunities and Opportunity Products,opp_setup_leaf,/s/articleView?id=sf.opp_setup.htm&language=en_US&type=5,opportunities_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,,,,
1253,4,Set a Default Product Quantity of 1 on Opportunities,customize_oppproduct_leaf,/s/articleView?id=sf.customize_oppproduct.htm&language=en_US&type=5,opp_setup_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,customize_oppproduct_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,Set a Default Product Quantity of 1 on Opportunities,,,
1254,4,Automatically Enter the List Price as the Sales Price on Opportunities,customizesales_configure_price_and_units_display_leaf,/s/articleView?id=sf.customizesales_configure_price_and_units_display.htm&language=en_US&type=5,opp_setup_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,customizesales_configure_price_and_units_display_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,Automatically Enter the List Price as the Sales Price on Opportunities,,,
1255,4,Enable Opportunity Update Reminders,customize_oppreminder_leaf,/s/articleView?id=sf.customize_oppreminder.htm&language=en_US&type=5,opp_setup_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,customize_oppreminder_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,Enable Opportunity Update Reminders,,,
1256,4,Set Up Big Deal Alerts for Opportunities,activating_big_deal_alerts_leaf,/s/articleView?id=sf.activating_big_deal_alerts.htm&language=en_US&type=5,opp_setup_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,activating_big_deal_alerts_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,Set Up Big Deal Alerts for Opportunities,,,
1257,4,Enable and Configure Similar Opportunities,customize_oppsimilaropp_leaf,/s/articleView?id=sf.customize_oppsimilaropp.htm&language=en_US&type=5,opp_setup_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,customize_oppsimilaropp_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,Enable and Configure Similar Opportunities,,,
1258,4,Manage Settings to Show Changed Deals,manage_opportunity_motion_leaf,/s/articleView?id=sf.manage_opportunity_motion.htm&language=en_US&type=5,opp_setup_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_setup_leaf,manage_opportunity_motion_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Set Up Opportunities and Opportunity Products,Manage Settings to Show Changed Deals,,,
1265,3,Manage Your Opportunities,opp_manage_leaf,/s/articleView?id=sf.opp_manage.htm&language=en_US&type=5,opportunities_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,,,,
1266,4,Considerations for Creating and Updating Opportunities,opp_guidelines_aloha_leaf,/s/articleView?id=sf.opp_guidelines_aloha.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_guidelines_aloha_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Considerations for Creating and Updating Opportunities,,,
1267,4,Considerations for Cloning Opportunities,opp_clone_leaf,/s/articleView?id=sf.opp_clone.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_clone_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Considerations for Cloning Opportunities,,,
1268,4,Things to Know About Sharing Opportunities,opp_sharing_leaf,/s/articleView?id=sf.opp_sharing.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_sharing_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Things to Know About Sharing Opportunities,,,
1269,4,Move an Opportunity to the Next Stage,opp_move_next_stage_leaf,/s/articleView?id=sf.opp_move_next_stage.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_move_next_stage_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Move an Opportunity to the Next Stage,,,
1270,5,Move an Opportunity to the Next Stage in Lightning Experience,opp_move_next_stage_sfx_leaf,/s/articleView?id=sf.opp_move_next_stage_sfx.htm&language=en_US&type=5,opp_move_next_stage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_move_next_stage_leaf,opp_move_next_stage_sfx_leaf,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Move an Opportunity to the Next Stage,Move an Opportunity to the Next Stage in Lightning Experience,,
1271,5,Move an Opportunity to the Next Stage in Salesforce Classic,opp_move_next_stage_aloha_leaf,/s/articleView?id=sf.opp_move_next_stage_aloha.htm&language=en_US&type=5,opp_move_next_stage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_move_next_stage_leaf,opp_move_next_stage_aloha_leaf,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Move an Opportunity to the Next Stage,Move an Opportunity to the Next Stage in Salesforce Classic,,
1274,4,Opportunity History,opp_history_leaf,/s/articleView?id=sf.opp_history.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_history_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Opportunity History,,,
1275,4,Things to Know About Deleting Opportunities,opp_del_leaf,/s/articleView?id=sf.opp_del.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_del_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Things to Know About Deleting Opportunities,,,
1276,4,Schedule Reminders to Update Opportunities,user_reminder_leaf,/s/articleView?id=sf.user_reminder.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,user_reminder_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Schedule Reminders to Update Opportunities,,,
1277,4,Considerations for Scheduling Opportunity Update Reminders,considerations_for_scheduling_reminders_to_update_opportunities_leaf,/s/articleView?id=sf.considerations_for_scheduling_reminders_to_update_opportunities.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,considerations_for_scheduling_reminders_to_update_opportunities_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Considerations for Scheduling Opportunity Update Reminders,,,
1278,4,Guidelines for Finding Similar Opportunities,opp_similaropp_leaf,/s/articleView?id=sf.opp_similaropp.htm&language=en_US&type=5,opp_manage_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_leaf,opp_similaropp_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage Your Opportunities,Guidelines for Finding Similar Opportunities,,,
1292,3,Manage the Products on Your Opportunities,opp_manage_products_leaf,/s/articleView?id=sf.opp_manage_products.htm&language=en_US&type=5,opportunities_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_products_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage the Products on Your Opportunities,,,,
1293,4,Add Products to Opportunities,products_add_leaf,/s/articleView?id=sf.products_add.htm&language=en_US&type=5,opp_manage_products_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_products_leaf,products_add_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage the Products on Your Opportunities,Add Products to Opportunities,,,
1294,4,Things to Know About Adding Products to Opportunities,products_considerations_for_adding_to_opportunities_leaf,/s/articleView?id=sf.products_considerations_for_adding_to_opportunities.htm&language=en_US&type=5,opp_manage_products_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_manage_products_leaf,products_considerations_for_adding_to_opportunities_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Manage the Products on Your Opportunities,Things to Know About Adding Products to Opportunities,,,
1297,3,Track Your Competitors,competitors_leaf,/s/articleView?id=sf.competitors.htm&language=en_US&type=5,opportunities_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,competitors_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Track Your Competitors,,,,
1298,4,Define Competitors,competitors_add_leaf,/s/articleView?id=sf.competitors_add.htm&language=en_US&type=5,competitors_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,competitors_leaf,competitors_add_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Track Your Competitors,Define Competitors,,,
1299,4,Competitor Fields,competitors_fields_leaf,/s/articleView?id=sf.competitors_fields.htm&language=en_US&type=5,competitors_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,competitors_leaf,competitors_fields_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Track Your Competitors,Competitor Fields,,,
1302,3,Opportunity Fields and Opportunity Product Fields,opp_supplemental_leaf,/s/articleView?id=sf.opp_supplemental.htm&language=en_US&type=5,opportunities_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_supplemental_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Opportunity Fields and Opportunity Product Fields,,,,
1303,4,Opportunity Fields,opp_fields_leaf,/s/articleView?id=sf.opp_fields.htm&language=en_US&type=5,opp_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_supplemental_leaf,opp_fields_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Opportunity Fields and Opportunity Product Fields,Opportunity Fields,,,
1304,4,Opportunity Product Fields,opportunity_product_fields_leaf,/s/articleView?id=sf.opportunity_product_fields.htm&language=en_US&type=5,opp_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_supplemental_leaf,opportunity_product_fields_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Opportunity Fields and Opportunity Product Fields,Opportunity Product Fields,,,
1307,3,Opportunities: What’s Different or Not Available in the Salesforce Mobile App,opp_limits_mobile_sf1_leaf,/s/articleView?id=sf.opp_limits_mobile_sf1.htm&language=en_US&type=5,opportunities_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,opportunities_leaf,opp_limits_mobile_sf1_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Opportunities,Opportunities: What’s Different or Not Available in the Salesforce Mobile App,,,,
1364,2,Quotes,quotes_overview_leaf,/s/articleView?id=sf.quotes_overview.htm&language=en_US&type=5,sales_core_turn_opptys_into_deals_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,,,,,
1365,3,Set Up Quotes,quotes_enable_leaf,/s/articleView?id=sf.quotes_enable.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_enable_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quotes,,,,
1366,3,Enable Quote Creation Without a Related Opportunity,cpq_quotes_without_opportunities_leaf,/s/articleView?id=sf.cpq_quotes_without_opportunities.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,cpq_quotes_without_opportunities_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Enable Quote Creation Without a Related Opportunity,,,,
1367,3,Set Up Quote Templates,quotes_template_landing_page_leaf,/s/articleView?id=sf.quotes_template_landing_page.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,,,,
1368,4,"Create, Preview, and Activate Quote Templates",quotes_template_create_leaf,/s/articleView?id=sf.quotes_template_create.htm&language=en_US&type=5,quotes_template_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,quotes_template_create_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,"Create, Preview, and Activate Quote Templates",,,
1369,4,Add Rich Text to a Quote Template,quotes_template_add_text_leaf,/s/articleView?id=sf.quotes_template_add_text.htm&language=en_US&type=5,quotes_template_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,quotes_template_add_text_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,Add Rich Text to a Quote Template,,,
1370,4,Add a List to a Quote Template,quotes_template_add_table_leaf,/s/articleView?id=sf.quotes_template_add_table.htm&language=en_US&type=5,quotes_template_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,quotes_template_add_table_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,Add a List to a Quote Template,,,
1371,4,Add an Image to a Quote Template,quotes_template_add_images_leaf,/s/articleView?id=sf.quotes_template_add_images.htm&language=en_US&type=5,quotes_template_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,quotes_template_add_images_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,Add an Image to a Quote Template,,,
1372,4,Add a Totals Section to a Quote Template,quotes_template_add_totals_leaf,/s/articleView?id=sf.quotes_template_add_totals.htm&language=en_US&type=5,quotes_template_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,quotes_template_add_totals_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,Add a Totals Section to a Quote Template,,,
1373,4,Add a Signature Block to a Quote Template,quotes_template_add_signature_leaf,/s/articleView?id=sf.quotes_template_add_signature.htm&language=en_US&type=5,quotes_template_landing_page_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_template_landing_page_leaf,quotes_template_add_signature_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Set Up Quote Templates,Add a Signature Block to a Quote Template,,,
1380,3,Manage Your Quotes,quotes_manage_your_quotes_leaf,/s/articleView?id=sf.quotes_manage_your_quotes.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_manage_your_quotes_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Manage Your Quotes,,,,
1381,4,Create and Manage Quotes,quotes_create_leaf,/s/articleView?id=sf.quotes_create.htm&language=en_US&type=5,quotes_manage_your_quotes_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_manage_your_quotes_leaf,quotes_create_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Manage Your Quotes,Create and Manage Quotes,,,
1382,4,How Quote Syncing Works,quotes_synch_overview_leaf,/s/articleView?id=sf.quotes_synch_overview.htm&language=en_US&type=5,quotes_manage_your_quotes_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_manage_your_quotes_leaf,quotes_synch_overview_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Manage Your Quotes,How Quote Syncing Works,,,
1383,4,Sync Quotes and Opportunities,quotes_synch_leaf,/s/articleView?id=sf.quotes_synch.htm&language=en_US&type=5,quotes_manage_your_quotes_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_manage_your_quotes_leaf,quotes_synch_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Manage Your Quotes,Sync Quotes and Opportunities,,,
1387,3,Create and Email Quote PDFs,quotes_create_pdf_leaf,/s/articleView?id=sf.quotes_create_pdf.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_create_pdf_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Create and Email Quote PDFs,,,,
1388,4,Create a Quote PDF from the Standard Template,quotes_create_pdf_standard_template_leaf,/s/articleView?id=sf.quotes_create_pdf_standard_template.htm&language=en_US&type=5,quotes_create_pdf_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_create_pdf_leaf,quotes_create_pdf_standard_template_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Create and Email Quote PDFs,Create a Quote PDF from the Standard Template,,,
1389,4,Create a Quote PDF by Selecting a Template,quotes_create_pdf_selected_template_leaf,/s/articleView?id=sf.quotes_create_pdf_selected_template.htm&language=en_US&type=5,quotes_create_pdf_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_create_pdf_leaf,quotes_create_pdf_selected_template_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Create and Email Quote PDFs,Create a Quote PDF by Selecting a Template,,,
1390,4,Email Quote PDFs,quotes_email_pdf_leaf,/s/articleView?id=sf.quotes_email_pdf.htm&language=en_US&type=5,quotes_create_pdf_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_create_pdf_leaf,quotes_email_pdf_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Create and Email Quote PDFs,Email Quote PDFs,,,
1394,3,Things to Know About Quote Templates,quotes_templates_supplemental_leaf,/s/articleView?id=sf.quotes_templates_supplemental.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_templates_supplemental_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quote Templates,,,,
1395,4,Considerations for Creating Quote Templates,quotes_template_considerations_leaf,/s/articleView?id=sf.quotes_template_considerations.htm&language=en_US&type=5,quotes_templates_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_templates_supplemental_leaf,quotes_template_considerations_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quote Templates,Considerations for Creating Quote Templates,,,
1396,4,Guidelines for Using the Quote Templates Editor,quotes_template_customize_docs_leaf,/s/articleView?id=sf.quotes_template_customize_docs.htm&language=en_US&type=5,quotes_templates_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_templates_supplemental_leaf,quotes_template_customize_docs_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quote Templates,Guidelines for Using the Quote Templates Editor,,,
1397,4,Considerations for Adding Images to Quote Templates,quotes_template_considerations_for_adding_images_leaf,/s/articleView?id=sf.quotes_template_considerations_for_adding_images.htm&language=en_US&type=5,quotes_templates_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_templates_supplemental_leaf,quotes_template_considerations_for_adding_images_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quote Templates,Considerations for Adding Images to Quote Templates,,,
1398,4,Quote Template Fields,quotes_template_tips_leaf,/s/articleView?id=sf.quotes_template_tips.htm&language=en_US&type=5,quotes_templates_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_templates_supplemental_leaf,quotes_template_tips_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quote Templates,Quote Template Fields,,,
1399,4,Quote Template and PDF Limitations,quotes_limitations_leaf,/s/articleView?id=sf.quotes_limitations.htm&language=en_US&type=5,quotes_templates_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_templates_supplemental_leaf,quotes_limitations_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quote Templates,Quote Template and PDF Limitations,,,
1405,3,Things to Know About Quotes,quotes_supplemental_leaf,/s/articleView?id=sf.quotes_supplemental.htm&language=en_US&type=5,quotes_overview_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_supplemental_leaf,,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quotes,,,,
1406,4,Considerations for Deleting Quotes,quotes_del_leaf,/s/articleView?id=sf.quotes_del.htm&language=en_US&type=5,quotes_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_supplemental_leaf,quotes_del_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quotes,Considerations for Deleting Quotes,,,
1407,4,Considerations for Creating and Managing Quotes and Quote Line Items,quotes_considerations_for_creating_leaf,/s/articleView?id=sf.quotes_considerations_for_creating.htm&language=en_US&type=5,quotes_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_supplemental_leaf,quotes_considerations_for_creating_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quotes,Considerations for Creating and Managing Quotes and Quote Line Items,,,
1408,4,Considerations for Creating Quote PDFs,quotes_considerations_for_creating_pdfs_leaf,/s/articleView?id=sf.quotes_considerations_for_creating_pdfs.htm&language=en_US&type=5,quotes_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_supplemental_leaf,quotes_considerations_for_creating_pdfs_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quotes,Considerations for Creating Quote PDFs,,,
1409,4,Quotes Fields,quotes_fields_leaf,/s/articleView?id=sf.quotes_fields.htm&language=en_US&type=5,quotes_supplemental_leaf,sales_core_leaf,sales_core_turn_opptys_into_deals_leaf,quotes_overview_leaf,quotes_supplemental_leaf,quotes_fields_leaf,,,,Sales Cloud Basics,Turn Opportunities into Deals,Quotes,Things to Know About Quotes,Quotes Fields,,,
